beta,q,shat,electron_temp_gradient,electron_dens_gradient,deuterium_temp_gradient,kappa,delta,beta_prime,IBMgr,isIBMunstable,run_timestamp
0.017482338,3.116793843,0.907561877,1.283879452,0.881361902,1.165796178,1.5646137966425875,0.6983305046407264,-0.07481947132897503,-0.07810873430902357,False,2026-03-26T11:40:09.169572+00:00
0.014551759,4.751525324,1.01080513,0.613097963,0.984257566,1.398376908,1.9075848500719677,0.4831743664119766,-0.05905598551676542,-0.040011665494548196,False,2026-03-26T11:40:09.169572+00:00
0.010620828,4.870266142,0.37877936,1.403728544,0.654821749,1.406168573,2.2805613266446305,0.7929758843455965,-0.04447273895609406,-0.02945157828305766,False,2026-03-26T11:40:09.169572+00:00
0.014495819,4.247046769,1.197482547,2.047630595,1.038870458,0.835024447,2.8379791398301855,0.6983491683514509,-0.0727982447494498,-0.035723449246507166,False,2026-03-26T11:40:09.169572+00:00
0.009428103,4.928889624,0.555035642,1.731429923,0.836659186,1.475821637,2.4950381779507715,0.6189047584845051,-0.04673145794976197,-0.027379545992995347,False,2026-03-26T11:40:09.169572+00:00
0.011477556,4.399988798,0.919496994,1.745150864,0.886014724,1.530419505,2.759121173788532,0.5473812629216273,-0.05884613284266559,-0.026800644853949993,False,2026-03-26T11:40:09.169572+00:00
0.015444752,3.786999665,1.146840648,0.810500855,0.765062528,1.549887225,2.5176705837931257,0.6496469235157809,-0.06126373087839404,-0.037785179003224034,False,2026-03-26T11:40:09.169572+00:00
0.002821366,4.699927672,0.925993744,1.073447463,0.906012783,1.702912025,1.8607847483531592,0.5211662442899325,-0.013187562152488267,-0.01670586135108476,False,2026-03-26T11:40:09.169572+00:00
0.000617756,3.540744133,0.653482252,2.298477093,1.190980342,2.106697358,2.906906042758692,0.6313282632936842,-0.004259782947355781,-0.028910767277059917,False,2026-03-26T11:40:09.169572+00:00
0.007544926,3.795647201,1.166733195,2.427941903,0.860444692,1.170184436,2.2140509656407663,0.6557227412030602,-0.040635390413003125,-0.03573263712478897,False,2026-03-26T11:40:09.169572+00:00
0.005982368,3.048602086,0.652766699,1.495801931,0.893917257,1.124331962,1.9064060598160604,0.629177902013248,-0.026767124735854762,-0.03659419944065604,False,2026-03-26T11:40:09.169572+00:00
0.006969143,3.575602402,0.528025481,1.936471162,0.611584751,2.594707692,2.3571953186960206,0.5530516926114446,-0.0408376679076719,-0.026775571162281058,False,2026-03-26T11:40:09.169572+00:00
0.004720444,3.185660455,0.48009481,2.238815199,1.024191381,1.237038239,2.5069005187475826,0.6527552420056886,-0.02642784917876875,-0.030331064125036653,False,2026-03-26T11:40:09.169572+00:00
0.004462234,4.382967071,0.834685375,1.039562397,1.043624316,0.262907253,2.1426908521350496,0.6469693543794358,-0.015317430143555905,-0.02238353272477302,False,2026-03-26T11:40:09.169572+00:00
0.011924604,4.304730202,0.670690742,0.401310095,1.163414017,1.019327082,1.9666992427863983,0.4339901371991131,-0.04554294788544569,-0.03285494327215203,False,2026-03-26T11:40:09.169572+00:00
0.008983191,3.039461472,1.136569643,0.235076796,0.74630315,2.143864645,2.8277675743154727,0.5928115400586385,-0.035632611665424876,-0.04718457557950818,False,2026-03-26T11:40:09.169572+00:00
0.008431011,3.233187134,0.636312922,1.333923341,0.94559774,1.130085671,2.015817610205682,0.5921287515191127,-0.037294246456862815,-0.03368469710289303,False,2026-03-26T11:40:09.169572+00:00
0.003532233,3.175392812,0.430432944,1.225066877,0.976683659,-0.159103407,2.0761012607663782,0.31292365557863155,-0.010759944341632181,-0.02176195336221915,False,2026-03-26T11:40:09.169572+00:00
0.015212043,3.958124711,0.819061367,1.490367497,0.543195907,0.434603448,2.8732837587197277,0.7269833645590802,-0.04629810359987959,-0.029050567819376105,False,2026-03-26T11:40:09.169572+00:00
0.013437069,4.940748469,1.063330655,0.754080841,0.87829656,3.212817524,2.922297745745782,0.5293361034330366,-0.07871465542919544,-0.029583679128011693,False,2026-03-26T11:40:09.169572+00:00
0.012699484,3.581428155,0.601184026,0.749787091,0.556327203,2.296771588,2.3036172157450294,0.6193493942168421,-0.054011333583403556,-0.035592458384236726,False,2026-03-26T11:40:09.169572+00:00
0.004974996,3.43844102,0.434694453,0.614923015,0.761667248,2.275160297,1.856422710135274,0.42279393761233475,-0.022453550586180853,-0.02025720057527441,False,2026-03-26T11:40:09.169572+00:00
0.002351348,3.765855823,1.143450113,1.995637524,1.194730096,1.573164196,1.2894252499101602,0.4348533579776657,-0.014223964063300704,-0.011214280425652147,False,2026-03-26T11:40:09.169572+00:00
0.011396807,4.924542401,0.846513162,2.004241858,0.647035448,1.693377968,1.1989904895789911,0.6339453380719757,-0.05776645229347218,-0.0415386921723042,False,2026-03-26T11:40:09.169572+00:00
0.008831891,4.421873141,0.940067015,1.378619006,1.191222732,0.754026919,1.6087694987008587,0.7142245774405733,-0.04044174572751161,-0.043820924662719384,False,2026-03-26T11:40:09.169572+00:00
0.005801545,4.944107359,0.380756186,0.869806553,0.690038748,1.793971914,1.0199254845580592,0.37671348136059357,-0.023934503543245462,-0.03263368794575755,False,2026-03-26T11:40:09.169572+00:00
0.013862333,4.389663417,0.810002272,0.257217197,0.484160578,1.638153694,2.6962755401795295,0.6873006196480635,-0.04066490057400055,-0.025977587192158855,False,2026-03-26T11:40:09.169572+00:00
0.006320387,4.687272714,0.516731303,0.80356345,1.091003727,1.69506002,1.4474112286097778,0.6487685687248601,-0.03016244908107626,-0.037461409426128606,False,2026-03-26T11:40:09.169572+00:00
