,q,shat,beta,gamma_exb,electron_dens_gradient,electron_nu,betaprime,electron_temp_gradient,deuterium_temp_gradient,isapar,isbpar,psi_n,shift,delta,deltaprime,kappa,kappaprime,electron_nu.1,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,betaprime_correct,IBMgr
0,4.040822729,0.722144413,0.001932214,0.089507136,0.546573679,0.000315205,-0.054848444,1.900697906,2.094788819,True,True,0.851235182,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.010000158146048321,-0.016674570153233568
1,4.392319371,0.413281138,0.002604737,0.029675857,1.214409432,0.000415238,-0.025700311,2.352499886,2.262410737,True,True,0.536773235,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.018644864827183482,-0.009283301097705483
2,4.50978037,0.521033921,0.002848848,0.011036193,0.917858741,0.000446372,-0.055778907,1.444888576,1.914877239,True,True,0.536773235,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.015066515301363872,-0.009610188136375304
3,4.80622672,0.519866719,0.005972333,0.052821022,0.892072979,0.000301314,-0.029714642,0.426968824,0.918392021,True,True,0.536773235,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.01904601902456723,-0.008624449638626238
4,3.191868997,0.460359924,0.002624672,0.017749334,0.621464412,0.00036493,-0.012801386,1.886085448,1.94659889,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.013543466968122687,-0.020031156380856917
5,3.29355456,0.503548009,0.007358331,0.031699211,0.778301489,0.000383661,-0.048465506,0.706742921,1.118018643,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.025340051394448393,-0.015317555909446534
6,4.071932335,1.109723744,0.011524035,0.045271303,0.799322189,0.0003412,-0.031647054,2.054356319,2.486718897,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.07199960074860078,-0.022551816764842757
7,4.434382065,0.301757432,0.012521681,0.013684293,0.910846399,0.000455024,-0.089790538,1.247992313,1.238400931,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.05482945322709343,-0.021789301628412184
8,3.546556622,1.033729989,0.014507812,0.026319012,0.534431315,0.000441236,-0.079830437,2.39270564,2.821387154,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.09275290133556381,-0.023994753505656732
9,3.243471726,0.32688026,0.006672727,0.036037826,0.773737247,0.000472499,-0.061902397,2.436938791,2.802895835,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.04607466132013936,-0.012095569319367868
10,4.313368644,0.541805658,0.009921908,0.062018412,1.109825554,0.000284897,-0.021143928,1.504472336,1.721029167,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.05494992532125735,-0.019928342893772304
11,4.260689218,0.87049598,0.009045541,0.042249049,0.896924716,0.000509132,-0.076249499,1.951069188,1.431376216,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.047514943623033996,-0.014965848055629921
12,3.646821434,1.10212192,0.010745295,0.011706639,1.196630428,0.000311181,-0.051370873,0.790161042,0.890164878,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.04450925185955979,-0.011673673442393576
13,4.925941062,0.914767445,0.008567931,0.019441674,0.471059704,0.000286016,-0.007084986,1.968740225,1.725932158,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.04034670540374943,-0.01480403666983109
14,4.064775046,0.631705423,0.009891986,0.030801317,1.102515574,0.000452823,-0.038877202,1.282174646,1.311238535,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.048251303900759886,-0.015109516298735632
15,4.004069092,0.428695207,0.01320565,0.021288119,0.766135074,0.000479261,-0.005565324,0.768196382,1.606703275,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.0526271254977727,-0.017477697685736992
16,3.153077063,0.971644396,0.013738239,0.056932086,0.823202598,0.000464978,-0.021269962,0.409047896,0.725337979,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.03890274879168038,-0.016538822838670246
17,3.98733451,0.385540731,0.000661076,0.009257698,1.002606406,0.000409136,-0.080034659,0.653549479,1.289411724,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.0026598685045178985,-0.01376993991578718
18,3.398790595,0.627250161,0.00563535,0.009820679,1.167536967,0.00035424,-0.01784768,0.786663768,1.392539829,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.025913945606285828,-0.015539112281742996
19,4.696995102,0.991148187,0.017373997,0.036435559,0.541843647,0.000347926,-0.093258588,0.995156,1.415970542,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.0618374282391731,-0.02325683083302075
20,4.251841535,0.427847342,0.015865252,0.091796474,0.470294937,0.000297819,-0.079163846,1.241365068,0.888900212,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.04942899549247936,-0.017717985040230522
21,3.785259934,0.923086148,0.00210179,0.096996156,1.149848079,0.000341605,-0.073869923,1.137977893,1.420746288,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.010389045313694147,-0.022829584493599155
22,3.581282701,1.000504727,0.011161888,0.010920244,0.674173853,0.000310474,-0.026343486,1.947407657,1.727678299,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.05695259147329348,-0.012726220485436807
23,3.159515055,0.795913246,0.004786349,0.042597331,0.49758675,0.000309859,-0.030552814,1.15090201,1.228690099,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.01642451018560775,-0.027518041518186667
24,4.328405749,0.378981362,0.013919048,0.076089285,1.140148222,0.000496676,-0.063622843,0.404505906,0.842845103,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.05000913146937404,-0.01866051078509442
25,3.98877732,0.494028378,0.010185105,0.04277576,0.558328129,0.000336928,-0.050363821,1.000297599,1.713189512,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.03977119949250055,-0.012628212599573942
26,3.629767635,1.077596613,0.016644419,0.095931376,0.599743873,0.000427069,-0.091599834,2.490230205,2.404760424,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.10308351044428321,-0.029735745122159377
27,3.343011945,0.969437115,0.011855168,0.071257949,0.734497728,0.000445354,-0.036357629,2.11951376,1.771000788,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.06451464141931033,-0.01204580309428498
28,3.022785338,0.887906475,0.000597093,0.055591547,0.692814953,0.000441231,-0.044312201,0.594438609,1.457713405,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.0020949004245682467,-0.04257345954289225
29,3.389689834,0.890178243,0.00868797,0.029560233,0.866231137,0.000427546,-0.03473243,1.616769853,1.504187578,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.04284357719747601,-0.01248974054587095
30,4.468219871,0.531999617,0.012236737,0.039252682,0.479408985,0.000484431,-0.07474259,2.200348609,2.238116917,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.06713864382786124,-0.02628234667075736
31,3.24892052,0.874500187,0.003879272,0.09579979,0.485130341,0.000494014,-0.062435828,1.693213462,2.203651198,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.01922389765204424,-0.025476969792253012
32,3.4130735,0.798763608,0.011378859,0.063413201,1.129934196,0.000431275,-0.081449685,2.147931189,2.060991824,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.07480144508573378,-0.016532386073742748
33,4.689773591,0.751439853,0.017869111,0.029111151,0.713260934,0.000273123,-0.071490546,0.274183555,-0.002390071,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.030765095837605637,-0.01094009675350964
34,4.60722527,0.687509986,0.006196965,0.046068854,0.725025205,0.000420817,-0.093542605,0.583642099,0.909843164,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.018574140257842306,-0.009612398032279874
35,3.486111092,0.3382857,0.002586225,0.032813061,0.60511688,0.000393359,-0.097284569,1.650800365,2.339998079,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.013701506261931333,-0.014222413438529818
36,4.693538937,0.579823429,0.016904297,0.051353935,1.174403832,0.000309324,-0.010026513,2.329524372,2.62192336,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.12551597603488931,-0.04393288837810748
37,3.923181886,0.634236648,0.014973569,0.050520431,1.0934162,0.000436455,-0.073838045,0.636562857,1.473190577,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.0655989890571951,-0.020926275405345873
38,4.88165906,0.985864524,0.005892838,0.032203663,0.920624882,0.00046697,-0.089995761,1.30653699,0.865509796,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.02399582126117484,-0.009417983691339284
39,4.126531472,0.623165282,0.014470148,0.046125219,0.94159891,0.00041943,-0.069162931,0.366159252,-0.077964324,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.03183132020765428,-0.010986330443678667
40,3.060979456,0.786058798,0.012124079,0.014824002,1.148360505,0.000277514,-0.083525562,0.368052324,1.197972959,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.04776768999950554,-0.01301060508065532
41,3.029895298,0.58678522,0.002497279,0.022340675,0.744524754,0.000367729,-0.069293323,1.273037705,0.881243255,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.009231920628494553,-0.028279396303128812
42,3.844542107,0.906259438,0.006899663,0.068811263,1.085447461,0.000311461,-0.052857179,1.742903835,1.871155168,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.04058504692918383,-0.011736808599824712
43,4.251067849,1.012472081,0.008979877,0.02594238,0.697476318,0.000352409,-0.080580673,1.89995323,1.836809461,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.04683052714865004,-0.014156804460317295
44,3.584474721,0.622404764,0.007307161,0.022856823,0.762692886,0.000389783,-0.026205304,1.974581284,2.362062057,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.043585628376144554,-0.012021584459416658
45,4.80557361,0.98427216,0.011858003,0.042655088,0.770746544,0.000307801,-0.096831895,1.663098976,2.196365748,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.0652015571626127,-0.025181848177429644
46,3.792076932,0.502510794,0.008165106,0.07249963,1.148072219,0.000395296,-0.073397684,1.269976046,2.217065689,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.04812386569440238,-0.014077191237137748
47,4.694149786,0.584446999,0.017114442,0.096971574,0.539691257,0.000295762,-0.011478633,0.446353578,1.60986855,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.05487386868209459,-0.021690143916652225
48,4.567793167,0.419058335,0.008544376,0.094418187,0.46984181,0.00048099,-0.049972847,2.437148188,2.726828322,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.05305013951212846,-0.021030936974613387
49,4.497280754,1.152391817,0.014343874,0.077420251,0.662810285,0.000453665,-0.093495323,1.722168378,2.260197542,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.07751581539961742,-0.028281568716052943
50,3.776305764,0.376634951,0.010673135,0.000187324,1.164449704,0.000342458,-0.010048,1.863327395,2.065830728,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.067926833605979,-0.02216313154117191
51,3.015563656,0.577531897,0.015608532,0.033306253,0.852906496,0.000282743,-0.041382262,0.997440366,1.454212213,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.06607610295685025,-0.01094575165344824
52,4.246878158,0.549000717,0.010611326,0.028591667,0.660330633,0.000468768,-0.025275396,0.814444327,0.979635496,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.03362378344064067,-0.011477920403581317
53,4.547829385,0.622619134,0.010233709,0.013132428,0.887004729,0.000447855,-0.073967463,0.2489009,1.005652667,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.03163035518917096,-0.011230425098178268
54,4.116343453,0.431173278,0.014449426,0.044095309,0.533760086,0.000389695,-0.052527479,2.335112736,2.252096626,True,True,0.536773235,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.08303129999019664,-0.031399387903340376
55,3.522065438,0.3309645,0.000720451,0.072786562,0.921896849,0.000394302,-0.07084248,1.290219983,0.960016201,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.0029941325893808515,-0.016198394491922643
56,4.801174939,1.126217809,0.015331644,0.070561546,0.696516305,0.000387114,-0.050703961,0.444338427,1.116305595,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.04619867482510141,-0.016267517637812274
57,4.575859279,0.738508873,0.015628689,0.072312205,0.493666372,0.000363561,-0.038417244,1.136657269,1.758433305,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.061834608464579256,-0.023624293967965684
58,4.958069584,0.477683856,0.012240471,0.018486411,1.200855727,0.000300346,-0.076643447,1.401509892,1.799303911,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.0697851504727171,-0.028813236453190297
59,3.135229134,0.762763376,0.009477592,0.039407299,0.737448444,0.000353973,-0.086115018,1.12998508,1.486310071,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.03946770307028149,-0.014902618718754427
60,4.54775205,0.344302086,0.014502225,0.041466438,0.684326504,0.000297737,-0.062283355,1.249272565,1.392622052,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.05915233534504556,-0.02402362985452933
61,4.998857885,0.665795768,0.006329486,0.073768277,0.704771866,0.000461,-0.091271461,1.399723027,1.6086554,True,True,0.636769252,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.028444687015567655,-0.01074202432323762
62,4.548449135,1.126753424,0.002777646,0.057021192,0.747337199,0.000351864,-0.053154837,1.264173357,1.719157202,True,True,0.339883625,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.012663600812930812,-0.014686520852369538
63,4.059603285,0.668334076,0.012713076,0.037977345,0.786404194,0.000437341,-0.06726583,1.118328754,1.650147475,True,True,0.339883625,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.0562096909375803,-0.018002332430949782
64,3.105085335,1.185060103,0.006521953,0.002467945,1.073200681,0.000322355,-0.077293011,0.592552693,0.355599135,True,True,0.790911291,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.020488959962186915,-0.03434986615803303
65,4.511003933,1.117270565,0.011397962,0.093105887,0.895130768,0.000405676,-0.020801171,1.839969943,2.244577472,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.06813763661163008,-0.024520588150561993
66,3.845041664,1.074887077,0.002054074,0.013860525,0.458794074,0.000453065,-0.064720078,1.534069372,1.959311756,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.009223789918819059,-0.025295756297409412
67,4.272654686,0.992632006,0.01747269,0.008608169,0.55903601,0.000336131,-0.041158351,0.426784571,0.310262542,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.03291339249408783,-0.010955914201009997
68,4.579984651,1.126615615,0.001294766,0.01877355,0.939102681,0.000433982,-0.062114697,0.613320763,0.934979855,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.004516315840912471,-0.020166369637182657
69,4.272910303,0.419205626,0.013229289,0.063191899,1.183795558,0.000415405,-0.049395335,1.109860994,1.492374816,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.06691148791928271,-0.025655963118823174
70,3.816213036,0.652148425,0.005907524,0.032418274,0.773965771,0.00030594,-0.047790896,0.55759345,1.186226293,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.019826889814691204,-0.013810165294162452
71,3.502012886,0.563901759,0.0112177,0.097972061,1.191589475,0.000397969,-0.076707728,0.817574875,0.811763477,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.04575021257660532,-0.012150761501365995
72,3.694603402,1.176745729,0.007066052,0.030970141,0.808899389,0.000488851,-0.003238466,1.196042099,1.232120471,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.029063221357166935,-0.01518912353209671
73,3.999553728,1.159913605,0.004132618,0.011168603,0.817931399,0.000373839,-0.009533354,0.254042389,0.146920374,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.008548541506844028,-0.024742563651739193
74,3.682670564,1.001630863,0.006718232,0.052920999,1.065116677,0.000504825,-0.049411198,1.845842977,1.620452406,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.03819207640203954,-0.012099222966534021
75,4.531503419,0.92527731,0.002320731,0.043801511,0.668875713,0.000365319,-0.02298593,1.685168368,1.630256103,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.010974226350240635,-0.014156123631539095
76,4.588684118,1.203710426,0.012747615,0.023578069,1.185192298,0.000394819,-0.003523986,1.947734048,1.876013431,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.08024363644635128,-0.02965061412003577
77,4.043404618,0.583779971,0.003328089,0.040499959,0.628939188,0.000330493,-0.060774093,0.802393223,1.390348399,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.011704961480789724,-0.013934748410128386
78,4.828458357,0.93163374,0.007415868,0.03660155,0.483420277,0.000490322,-0.087755923,2.039120708,2.46398421,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.0412831525197723,-0.014813919049456526
79,3.69550779,1.074942544,0.009182495,0.070652559,0.772539254,0.000384362,-0.026768669,2.000354097,2.293380272,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.05454063977679088,-0.012768498020648663
80,4.000525682,1.181216173,0.016430831,0.011604386,0.67734861,0.000353072,-0.06693077,2.432042362,2.63647404,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.10732922096352264,-0.036272273073504196
81,4.527028819,0.576747158,0.014949148,0.039031658,1.11402535,0.000339983,-0.086736643,2.250477224,2.645506414,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.10834637030035227,-0.040592416513317756
82,4.327181474,0.326096067,0.015227656,0.071687349,1.122663088,0.000444375,-0.014217789,1.747739026,1.69174187,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.08797557910774957,-0.03484027351728002
83,4.647359259,1.060225779,0.005506054,0.007599401,1.095833822,0.000432027,-0.092467235,0.463589516,0.465225699,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.01746419222222545,-0.011177765519632525
84,4.050787673,0.827782632,0.003117165,0.036417746,0.651548243,0.000381138,-0.030734622,1.820991407,1.508176267,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.014660912367231363,-0.015626302478289826
85,3.266965256,0.691469207,0.015241965,0.082831724,0.960864821,0.000446945,-0.045631104,1.332289589,2.431875653,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.08836469706082589,-0.019188274308000148
86,4.147933132,1.165842076,0.005875622,0.073555863,0.898891855,0.000504531,-0.024285386,0.550741368,0.713243019,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.01830127670794873,-0.015556821933218801
87,3.44515286,1.166333522,0.012888595,0.018373251,0.454160725,0.000486686,-0.03225813,0.669182243,0.455436877,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.0265872583398549,-0.020394204752201623
88,4.346756208,0.667482142,0.006644848,0.020761746,0.753353491,0.000413059,-0.084937766,0.808857698,1.03733362,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.022670778330815388,-0.010189898609600267
89,3.238358263,1.08975142,0.00519006,0.033910596,0.881810465,0.000422476,-0.007806531,1.105524063,1.064727449,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.02074924711822333,-0.02859429789527898
90,4.425680113,1.204830388,0.012120819,0.002351326,0.631592701,0.000434809,-0.031544231,0.906027507,1.048007296,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.03966479565135214,-0.012076712479799327
91,4.198745857,0.669500776,0.006042319,0.030392145,1.146760212,0.000378914,-0.01914004,1.511122382,1.660346804,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.03357896641687281,-0.011238704018972891
92,3.883334237,0.798866841,0.005414488,0.037447786,0.546786102,0.00031781,-0.042435415,0.289315219,1.466860205,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.015788451534556686,-0.01650008770500621
93,4.388175315,0.658902871,0.000622721,0.078056946,0.57641366,0.000508859,-0.070363706,0.433416659,1.548448597,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.001995550572192293,-0.01619616826327009
94,3.329432563,0.844275312,0.006330855,0.033983207,0.803253786,0.000389558,-0.039928266,0.344735926,0.774588112,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.017585323499216893,-0.024354278242066298
95,3.180327524,1.13413829,0.003550507,0.053360231,0.988091254,0.000476548,-0.062513807,0.819567987,-0.003447764,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.01002905149254338,-0.040256755813429516
96,3.255049291,0.689367278,0.010867802,0.086545842,0.605257725,0.000426393,-0.083554977,0.376867139,0.64866627,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.024749056392778978,-0.018784374401993105
97,4.354788089,0.849052558,0.016672859,0.03795653,0.874700965,0.000323855,-0.094528726,1.465902204,1.824739798,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.08551195439775029,-0.0318759242731871
98,4.711319547,1.053126277,0.010965562,0.000761086,0.862603876,0.000507143,-0.017421712,2.146983188,2.608653286,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.07231779616052082,-0.027513164273783086
99,3.111337896,0.898797037,0.00633405,0.014790583,0.73731023,0.000416207,-0.079353453,2.380198431,2.257357785,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.039338584306665425,-0.016382680186551483
100,3.235847609,0.476985929,0.017858327,0.088434135,0.480705097,0.00028547,-0.011067545,1.032664124,1.155547632,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.05720786650748131,-0.012508845693775876
101,4.007605021,0.451242173,0.00697763,0.046626621,1.092389766,0.000311906,-0.082190428,0.710881959,1.230415103,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.029323205117567634,-0.0107686870248881
102,3.058307884,0.833681619,0.007260179,0.059511591,0.856811883,0.000444658,-0.008155038,1.630892609,2.099898016,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.040233313902932916,-0.016182371698077604
103,3.898027038,0.35194173,0.017812051,0.081992824,1.123225339,0.000290722,-0.05349956,2.248431893,2.511915135,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.1269346390377995,-0.04633837488894284
104,3.337625728,0.329018957,0.004796687,0.033709079,1.046917506,0.000448986,-0.040275037,1.743791539,1.548823482,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.026246549183567093,-0.012795628058819467
105,3.441445652,0.30573015,0.010740145,0.019497056,0.831075679,0.000462163,-0.055704073,1.747809192,1.92253155,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.05824424743761381,-0.015632463756366382
106,3.675424379,0.794341455,0.004598822,0.076211796,0.898650496,0.000422093,-0.01556834,1.244023617,1.673707648,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.022072602992770925,-0.015826061117208017
107,3.063518769,1.130785454,0.004215401,0.073966447,1.091676007,0.000290683,-0.078924949,1.543871354,1.467943008,True,True,,-0.399188321,0.283118832,0.292096551,2.560049023,0.015159987,0.000513856,,,,,,-0.022254519450030437,-0.03293795759741004
